Template,TemplateID
[C;D1;H3:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[s;H0;D2;+0:6]:[c;H0;D3;+0:5](-[c;H0;D3;+0:7](:[c:8]):[c:9]):[n;H0;D2;+0:4]:1>>Br-[CH2;D2;+0:1]-[C;H0;D3;+0:2](=O)-[C;D1;H3:3].[NH2;D1;+0:4]-[C;H0;D3;+0:5](=[S;H0;D1;+0:6])-[c;H0;D3;+0:7](:[c:8]):[c:9],11405
[#7;a:3]:[c:2](:[#8;a:4])-[CH2;D2;+0:1]-[O;H0;D2;+0:5]-[c:6]>>Br-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[#8;a:4].[OH;D1;+0:5]-[c:6],11406
[#7:1]-[C:2](=[O;D1;H0:4])-[CH2;D2;+0:3]-[C;H0;D4;+0:6](-[C:5])(-[OH;D1;+0:7])-[c:8]>>[#7:1]-[C:2](-[CH3;D1;+0:3])=[O;D1;H0:4].[C:5]-[C;H0;D3;+0:6](=[O;H0;D1;+0:7])-[c:8],11407
[C:3]-[N;H0;D3;+0:4](-[C:5]-[C:6]=[O;D1;H0:7])-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C:3]-[NH;D2;+0:4]-[C:5]-[C:6]=[O;D1;H0:7],11408
[#16;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[N;H0;D3;+0:6](-[C:5])-[C;D1;H3:7]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#16;a:4].[C:5]-[NH;D2;+0:6]-[C;D1;H3:7],11409
[#7;a:6]:[c:5]1:[#7;a:4]:[c:3]:[c:2]:[c;H0;D3;+0:1](-[c;H0;D3;+0:9](:[c:10]):[c:11]):[#7;a:7]:1:[#7;a:8]>>Cl-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5](:[#7;a:6]):[#7;a:7]:1:[#7;a:8].O-B(-O)-[c;H0;D3;+0:9](:[c:10]):[c:11],11410
[C:5]=[C:4]-[C;H0;D3;+0:1](-[C:2]=[O;D1;H0:3])=[N;H0;D2;+0:6]-[O;D1;H1:7]>>O=[C;H0;D3;+0:1](-[C:2]=[O;D1;H0:3])-[C:4]=[C:5].[NH2;D1;+0:6]-[O;D1;H1:7],11411
[#8:4]-[C:5](=[O;D1;H0:6])-[N;H0;D3;+0:7](-[C:8]=[O;D1;H0:9])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#8:4]-[C:5](=[O;D1;H0:6])-[NH;D2;+0:7]-[C:8]=[O;D1;H0:9],11412
[C:2]-[C@@H;D3;+0:1](-[C;D1;H3:3])-[O;H0;D2;+0:6]-[C:5]=[O;D1;H0:4]>>O-[C@@H;D3;+0:1](-[C:2])-[C;D1;H3:3].[O;D1;H0:4]=[C:5]-[OH;D1;+0:6],11413
[#7;a:3]:[c:2]:[c;H0;D3;+0:1](:[c:4]:[#7;a:5])-[B;H0;D3;+0:6](-[#8:7])-[#8:8]>>Br-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#7;a:5].C-C1(-C)-O-B(-[B;H0;D3;+0:6](-[#8:7])-[#8:8])-O-C-1(-C)-C,11414
[C;D1;H3:1]-[C@@H;D3;+0:2](-[C:3]=[O;D1;H0:4])-[C@H;D3;+0:6](-[OH;D1;+0:5])-[c:7]>>[C;D1;H3:1]-[CH2;D2;+0:2]-[C:3]=[O;D1;H0:4].[O;H0;D1;+0:5]=[CH;D2;+0:6]-[c:7],11415
[O;D1;H0:2]=[C;H0;D3;+0:1](-[NH;D2;+0:8]-[c:9])-[c:3]1:[c:4]:[#8;a:5]:[#7;a:6]:[c:7]:1>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#8;a:5]:[#7;a:6]:[c:7]:1.[NH2;D1;+0:8]-[c:9],11416
[#7:4]=[C:3]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[N;H0;D2;+0:6]-[#7:5]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[C:3]=[#7:4].[#7:5]-[NH2;D1;+0:6],11417
[C:4]-[N;H0;D3;+0:5](-[C:6]=[O;D1;H0:7])-[CH;D3;+0:1]1-[C:2]-[C:3]-1>>O-B(-O)-[CH;D3;+0:1]1-[C:2]-[C:3]-1.[C:4]-[NH;D2;+0:5]-[C:6]=[O;D1;H0:7],11418
[#7;a:4]:[c:3]1:[#7;a:5]:[c:6]:[c;H0;D3;+0:1](-[c;H0;D3;+0:7](:[c:8]):[c:9]):[c:2]:1>>Br-[c;H0;D3;+0:1]1:[c:2]:[c:3](:[#7;a:4]):[#7;a:5]:[c:6]:1.O-B(-O)-[c;H0;D3;+0:7](:[c:8]):[c:9],11419
[#7;a:7]:[#7;a:6]:[c:5]-[CH2;D2;+0:4]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>C-C1(-C)-O-B(-[c;H0;D3;+0:1](:[c:2]):[c:3])-O-C-1(-C)-C.Cl-[CH2;D2;+0:4]-[c:5]:[#7;a:6]:[#7;a:7],11420
[#7;a:6]:[c:5]:[c;H0;D3;+0:3](:[c:4])-[C;H0;D2;+0:1]#[N;D1;H0:2]>>C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[C;H0;D2;+0:1]#[N;D1;H0:2].Cl-[c;H0;D3;+0:3](:[c:4]):[c:5]:[#7;a:6],11421
[C:5]=[C:6]-[C:7]-[N;H0;D3;+0:8](-[C:9])-[CH;D3;+0:1](-[c:2])-[C:3]=[O;D1;H0:4]>>Br-[CH;D3;+0:1](-[c:2])-[C:3]=[O;D1;H0:4].[C:5]=[C:6]-[C:7]-[NH;D2;+0:8]-[C:9],11422
[C:8]-[O;H0;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:3](-[C:4])-[#7:5]-[C:6]=[O;D1;H0:7]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C@H;D3;+0:3](-[C:4])-[#7:5]-[C:6]=[O;D1;H0:7].[C:8]-[OH;D1;+0:9],11423
[O;D1;H0:5]=[C:4]-[c:3]:[c;H0;D3;+0:1](:[c:2])-[NH;D2;+0:6]-[c:7]>>Br-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4]=[O;D1;H0:5].[NH2;D1;+0:6]-[c:7],11424
[#7;a:4]:[c:5]:[c:6]:[c;H0;D3;+0:7](:[c:8])-[c;H0;D3;+0:9]1:[n;H0;D2;+0:10]:[n;H0;D2;+0:3]:[n;H0;D2;+0:2]:[nH;D2;+0:1]:1>>C-[Si](-C)(-C)-[N;H0;D2;+0:1]=[N+;H0;D2:2]=[N-;H0;D1:3].[#7;a:4]:[c:5]:[c:6]:[c;H0;D3;+0:7](:[c:8])-[C;H0;D2;+0:9]#[N;H0;D1;+0:10],11425
[#8:7]-[C:8](=[O;D1;H0:9])-[N;H0;D3;+0:10](-[C:11])-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>F-[c;H0;D3;+0:1]1:[#7;a:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1.[#8:7]-[C:8](=[O;D1;H0:9])-[NH;D2;+0:10]-[C:11],11426
[#7;a:2]:[c;H0;D3;+0:1](:[c:3]-[C:4]=[O;D1;H0:5])-[c;H0;D3;+0:6](:[c:7]):[c:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]-[C:4]=[O;D1;H0:5].O-B(-O)-[c;H0;D3;+0:6](:[c:7]):[c:8],11427
[#7;a:2]:[c:3](:[#16;a:4]:[#7;a:5])-[S;H0;D3;+0:6](-[N;D1;H2:7])=[O;H0;D1;+0:1]>>Cl-c1:c:c:c:c(-C(=O)-O-[OH;D1;+0:1]):c:1.[#7;a:2]:[c:3](:[#16;a:4]:[#7;a:5])-[S;H0;D2;+0:6]-[N;D1;H2:7],11428
[NH2;D1;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[CH;D3;+0:3]1-[#8:4]-[C:5](=[O;D1;H0:6])-[#7:7]-[C:8]-1>>C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C@@H;D3;+0:3]1-[#8:4]-[C:5](=[O;D1;H0:6])-[#7:7]-[C:8]-1.[NH3;D0;+0:9],11429
[C:2]-[CH;D3;+0:1](-[NH;D2;+0:8]-[C:7])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6]>>O=[C;H0;D3;+0:1](-[C:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6].[C:7]-[NH2;D1;+0:8],11430
[#16;a:4]:[c:3]-[C@H;D3;+0:1](-[C;D1;H3:2])-[N;H0;D3;+0:6](-[C:5])-[C:7]>>O=[C;H0;D3;+0:1](-[C;D1;H3:2])-[c:3]:[#16;a:4].[C:5]-[NH;D2;+0:6]-[C:7],11431
[#7;a:3]1:[#7;a:2]:[c;H0;D3;+0:1](-[c;H0;D3;+0:6]2:[c:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:2):[c:5]:[c:4]:1>>Br-[c;H0;D3;+0:1]1:[#7;a:2]:[#7;a:3]:[c:4]:[c:5]:1.O-B(-O)-[c;H0;D3;+0:6]1:[c:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:1,11432
[#7;a:4]:[c:3]-[CH2;D2;+0:1]-[C:2]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3]:[#7;a:4],11433
[#16;a:1]:[c:2]:[c:3]-[N;H0;D3;+0:4]1-[C;H0;D3;+0:6](=[O;D1;H0:5])-[C:10]=[C:9]-[C;H0;D3;+0:7]-1=[O;D1;H0:8]>>[#16;a:1]:[c:2]:[c:3]-[NH2;D1;+0:4].[O;D1;H0:5]=[C;H0;D3;+0:6]1-O-[C;H0;D3;+0:7](=[O;D1;H0:8])-[C:9]=[C:10]-1,11434
[O;D1;H0:3]=[C:2](-[O;D1;H1:4])-[CH2;D2;+0:1]-[n;H0;D3;+0:6](:[c:5]):[c:7]>>Br-[CH2;D2;+0:1]-[C:2](=[O;D1;H0:3])-[O;D1;H1:4].[c:5]:[nH;D2;+0:6]:[c:7],11435
[C;D1;H3:1]-[C;H0;D3;+0:2](=[O;H0;D1;+0:7])-[C:3]-[C:4](-[N;D1;H2:5])=[O;D1;H0:6]>>[C;D1;H3:1]-[C;H0;D4;+0:2]1(-[C:3]-[C:4](-[N;D1;H2:5])=[O;D1;H0:6])-O-C-C-[O;H0;D2;+0:7]-1,11436
[#7:7]-[c;H0;D3;+0:8]1:[n;H0;D2;+0:9]:[c;H0;D3;+0:3](-[c;H0;D3;+0:4](:[#7;a:5]):[c:6]):[c;H0;D3;+0:1](-[C;D1;H3:2]):[s;H0;D2;+0:10]:1>>Br-[CH;D3;+0:1](-[C;D1;H3:2])-[C;H0;D3;+0:3](=O)-[c;H0;D3;+0:4](:[#7;a:5]):[c:6].[#7:7]-[C;H0;D3;+0:8](-[NH2;D1;+0:9])=[S;H0;D1;+0:10],11437
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[CH;D3;+0:5](-[C;D1;H3:4])-[C;D1;H3:6]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].[C;D1;H3:4]-[CH;D3;+0:5](-[C;D1;H3:6])-[Mg+],11438
[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH;D2;+0:8]-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[c:5]:[c:6](:[#7;a:7])-[NH2;D1;+0:8],11439
[C:3]=[C:4]/[C:5]-[O;H0;D2;+0:6]-[CH2;D2;+0:1]-[c:2]>>Br-[CH2;D2;+0:1]-[c:2].[C:3]=[C:4]/[C:5]-[OH;D1;+0:6],11440
[#7:7]-[C:6](=[O;D1;H0:8])-[c:5]1:[c:4]:[#8;a:3]:[c:2]:[c;H0;D3;+0:1]:1-[c;H0;D3;+0:9](:[c:10]):[c:11]>>Br-[c;H0;D3;+0:1]1:[c:2]:[#8;a:3]:[c:4]:[c:5]:1-[C:6](-[#7:7])=[O;D1;H0:8].O-B(-O)-[c;H0;D3;+0:9](:[c:10]):[c:11],11441
[#7;a:5]:[c:4]:[c;H0;D3;+0:2](:[#7;a:3])-[CH3;D1;+0:1]>>C-B1-O-B(-C)-O-B(-[CH3;D1;+0:1])-O-1.Cl-[c;H0;D3;+0:2](:[#7;a:3]):[c:4]:[#7;a:5],11442
[#16;a:5]:[c:4]:[c;H0;D3;+0:1](-[C;H0;D2;+0:7]#[C:6]):[c:2]:[#7;a:3]>>I-[c;H0;D3;+0:1](:[c:2]:[#7;a:3]):[c:4]:[#16;a:5].[C:6]#[CH;D1;+0:7],11443
[#7;a:6]:[#7;a:7]:[c:8](:[#7;a:9])-[S;H0;D2;+0:10]-[CH;D3;+0:1](-[C:2])-[C:3](-[#8:4])=[O;D1;H0:5]>>Br-[CH;D3;+0:1](-[C:2])-[C:3](-[#8:4])=[O;D1;H0:5].[#7;a:6]:[#7;a:7]:[c:8](:[#7;a:9])-[SH;D1;+0:10],11444
[#7;a:4]:[c:3]1:[#16;a:2]:[c;H0;D3;+0:1](-[c;H0;D3;+0:7](:[c:8]):[c:9]):[c:6]:[#7;a:5]:1>>Br-[c;H0;D3;+0:1]1:[#16;a:2]:[c:3](:[#7;a:4]):[#7;a:5]:[c:6]:1.C-C1(-C)-O-B(-[c;H0;D3;+0:7](:[c:8]):[c:9])-O-C-1(-C)-C,11445
[#7;a:7]:[c:8]:[n;H0;D3;+0:9](:[c:10])-[CH2;D2;+0:1]-[c:2]1:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:1>>Cl-[CH2;D2;+0:1]-[c:2]1:[c:3]:[#7;a:4]:[#7;a:5]:[c:6]:1.[#7;a:7]:[c:8]:[nH;D2;+0:9]:[c:10],11446
[C:2]-[c;H0;D3;+0:1]1:[cH;D2;+0:3]:[c;H0;D3;+0:4](-[c;H0;D3;+0:5](:[c:6]):[c:7]):[nH;D2;+0:9]:[n;H0;D2;+0:8]:1>>O=[C;H0;D3;+0:1](-[C:2])-[CH2;D2;+0:3]-[C;H0;D3;+0:4](=O)-[c;H0;D3;+0:5](:[c:6]):[c:7].[NH2;D1;+0:8]-[NH2;D1;+0:9],11447
[#8:3]-[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6](-[C:5]=[O;D1;H0:4])-[C:7]=[O;D1;H0:8]>>O-[CH2;D2;+0:1]-[C:2]-[#8:3].[O;D1;H0:4]=[C:5]-[NH;D2;+0:6]-[C:7]=[O;D1;H0:8],11448
[#16;a:7]:[c:6]:[c:3](:[c:4]:[#7;a:5]):[c;H0;D3;+0:1](:[#7;a:2])-[O;H0;D2;+0:9]-[C:8]>>Cl-[c;H0;D3;+0:1](:[#7;a:2]):[c:3](:[c:4]:[#7;a:5]):[c:6]:[#16;a:7].[C:8]-[OH;D1;+0:9],11449
[#7;a:7]:[#7;a:8]:[c:9]-[NH;D2;+0:10]-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](=[O;D1;H0:5])-[O;D1;H1:6]>>I-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4](=[O;D1;H0:5])-[O;D1;H1:6].[#7;a:7]:[#7;a:8]:[c:9]-[NH2;D1;+0:10],11450
[#7;a:3]:[c:4]-[O;H0;D2;+0:5]-[CH2;D2;+0:1]-[#8:2]>>Cl-[CH2;D2;+0:1]-[#8:2].[#7;a:3]:[c:4]-[OH;D1;+0:5],11451
[#7;a:5]:[c:6]:[c:7](:[c:11]:[#7;a:12])-[N;H0;D3;+0:8](-[C:9]=[O;D1;H0:10])-[CH2;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4]>>Cl-[CH2;D2;+0:1]-[c:2]:[#7;a:3]:[#7;a:4].[#7;a:5]:[c:6]:[c:7](-[NH;D2;+0:8]-[C:9]=[O;D1;H0:10]):[c:11]:[#7;a:12],11452
[#8:1]-[C@H;D3;+0:2]1-[C:3]-[C:4](=[O;D1;H0:5])-[N;H0;D3;+0:6]-1-[C;H0;D3;+0:9](=[O;D1;H0:10])-[NH;D2;+0:8]-[C:7]>>[#8:1]-[CH;D3;+0:2]1-[C:3]-[C:4](=[O;D1;H0:5])-[NH;D2;+0:6]-1.[C:7]-[N;H0;D2;+0:8]=[C;H0;D2;+0:9]=[O;D1;H0:10],11453
[#7;a:4]-[C:3]-[C;H0;D2;+0:1]#[N;H0;D1;+0:2]>>O=[C;H0;D3;+0:1](-[NH2;D1;+0:2])-[C:3]-[#7;a:4],11454
[C:1]-[NH;D2;+0:2]-[C@@H;D3;+0:3](-[c:4])-[c:5]>>[C:1]-[N;H0;D2;+0:2]=[C;H0;D3;+0:3](-[c:4])-[c:5],11455
[#7;a:6]:[c:7](:[#7;a:8])-[NH;D2;+0:9]-[CH2;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#7;a:5]>>O=[CH;D2;+0:1]-[c:2](:[#7;a:3]):[c:4]:[#7;a:5].[#7;a:6]:[c:7](:[#7;a:8])-[NH2;D1;+0:9],11456
[#16:5]-[NH;D2;+0:6]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]=[C:4].[#16:5]-[NH2;D1;+0:6],11457
[#7;a:7]:[c:8]/[N;H0;D2;+0:9]=[C;H0;D3;+0:1](/[c:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6]>>O=[C;H0;D3;+0:1](-[c:2])-[C:3](-[F;D1;H0:4])(-[F;D1;H0:5])-[F;D1;H0:6].[#7;a:7]:[c:8]-[NH2;D1;+0:9],11458
[#7:6]-[N;H0;D3;+0:7](-[c:8]:[c:9]:[#7;a:10])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5]>>Cl-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[c:4]:[#7;a:5].[#7:6]-[NH;D2;+0:7]-[c:8]:[c:9]:[#7;a:10],11459
[#7;a:2]:[c;H0;D3;+0:1](:[c:3])-[c;H0;D3;+0:4]1:[#7;a:5]:[c:6]:[#16;a:7]:[c:8]:1>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3].C-C-C-C-[Sn](-C-C-C-C)(-C-C-C-C)-[c;H0;D3;+0:4]1:[#7;a:5]:[c:6]:[#16;a:7]:[c:8]:1,11460
[#7:1]-[C@@H;D3;+0:2](-[C:3])-[C@@H;D3;+0:4](-[C:5]-[#8:6])-[C:7](-[#8:8])=[O;D1;H0:9]>>[#7:1]-[C;H0;D3;+0:2](-[C:3])=[C;H0;D3;+0:4](-[C:5]-[#8:6])-[C:7](-[#8:8])=[O;D1;H0:9],11461
[#7;a:5]:[c:4]:[c:3]:[c;H0;D3;+0:1](:[c:2])-[c;H0;D3;+0:6]1:[#7;a:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:1>>C-[Sn](-C)(-C)-[c;H0;D3;+0:1](:[c:2]):[c:3]:[c:4]:[#7;a:5].Cl-[c;H0;D3;+0:6]1:[#7;a:7]:[c:8]:[#7;a:9]:[c:10]:[c:11]:1,11462
[C:6]-[N;H0;D3;+0:7](-[C;D1;H3:8])-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4]=[O;D1;H0:5]>>F-[c;H0;D3;+0:1](:[c:2]):[c:3]-[C:4]=[O;D1;H0:5].[C:6]-[NH;D2;+0:7]-[C;D1;H3:8],11463
[O;D1;H0:5]=[C;H0;D3;+0:4]1-[C:3]-[C:2]-[CH2;D2;+0:1]-[N;H0;D3;+0:6]-1-[c:7]>>Br-[CH2;D2;+0:1]-[C:2]-[C:3]-[C;H0;D3;+0:4](-Br)=[O;D1;H0:5].[NH2;D1;+0:6]-[c:7],11464
[#8;a:2]:[c:3]:[c:4]-[S;H0;D3;+0:5](=[O;H0;D1;+0:1])-[C:6]-[C:7]#[C;D1;H1:8]>>O-[OH;D1;+0:1].[#8;a:2]:[c:3]:[c:4]-[S;H0;D2;+0:5]-[C:6]-[C:7]#[C;D1;H1:8],11465
[#7:4]-[C:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:9]-[c:7](:[#7;a:8]):[c:6]:[#7;a:5]>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[C:3]-[#7:4].[#7;a:5]:[c:6]:[c:7](:[#7;a:8])-[NH2;D1;+0:9],11466
[C:7]-[N;H0;D3;+0:8](-[c:9])-[CH2;D2;+0:1]-[c:2]1:[#7;a:3]:[#7;a:4]:[#7;a:5]:[#7;a:6]:1>>O=[CH;D2;+0:1]-[c:2]1:[#7;a:3]:[#7;a:4]:[#7;a:5]:[#7;a:6]:1.[C:7]-[NH;D2;+0:8]-[c:9],11467
[#8:3]-[C:4](=[O;D1;H0:5])-[c:6]1:[#7;a:7]:[c:8]:[c:9]:[c;H0;D3;+0:10]:1-[CH;D2;+0:1]=[O;D1;H0:2]>>C-N(-C)-[CH;D2;+0:1]=[O;D1;H0:2].[#8:3]-[C:4](=[O;D1;H0:5])-[c:6]1:[#7;a:7]:[c:8]:[c:9]:[cH;D2;+0:10]:1,11468
[C;D1;H3:8]-[NH;D2;+0:9]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1>>O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]1:[c:4]:[#7;a:5]:[#7;a:6]:[c:7]:1.[C;D1;H3:8]-[NH2;D1;+0:9],11469
[C:4]-[N;H0;D3;+0:5](-[C:6]-[C:7]#[C;D1;H1:8])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[C:4]-[NH;D2;+0:5]-[C:6]-[C:7]#[C;D1;H1:8],11470
[#7;a:4]:[c:3]-[CH;D3;+0:1](-[C:2])-[NH;D2;+0:6]-[C;D1;H3:5]>>O=[C;H0;D3;+0:1](-[C:2])-[c:3]:[#7;a:4].[C;D1;H3:5]-[NH2;D1;+0:6],11471
[#16:7]/[N;H0;D2;+0:8]=[C;H0;D3;+0:1](/[c:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6]>>O=[C;H0;D3;+0:1](-[c:2])-[c:3](:[#7;a:4]):[c:5]:[#7;a:6].[#16:7]-[NH2;D1;+0:8],11472
[#8;a:7]:[c:6]:[c:5]:[c;H0;D3;+0:3](:[c:4])-[C;H0;D2;+0:1]#[C:2]>>C-[Si](-C)(-C)-[C;H0;D2;+0:1]#[C:2].F-C(-F)(-F)-S(=O)(=O)-O-[c;H0;D3;+0:3](:[c:4]):[c:5]:[c:6]:[#8;a:7],11473
[#7;a:4]:[n;H0;D3;+0:5](:[c:6])-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3]>>Cl-[C;H0;D3;+0:1](-[C;D1;H3:2])=[O;D1;H0:3].[#7;a:4]:[nH;D2;+0:5]:[c:6],11474
[#7;a:8]:[c;H0;D3;+0:7](:[#7;a:9])-[c;H0;D3;+0:1]1:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:1>>C-C1(-C)-O-B(-[c;H0;D3;+0:1]2:[c:2]:[c:3]:[#7;a:4]:[c:5]:[c:6]:2)-O-C-1(-C)-C.Cl-[c;H0;D3;+0:7](:[#7;a:8]):[#7;a:9],11475
[C:4]-[O;H0;D2;+0:5]-[c;H0;D3;+0:1](:[c:2]):[c:3]>>Cl-[c;H0;D3;+0:1](:[c:2]):[c:3].[C:4]-[O-;H0;D1:5],11476
[#7;a:5]:[c:4](:[#7;a:6]:[#7;a:7])-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[N;H0;D3;+0:9](-[C:8])-[C:10]>>Cl-[S;H0;D4;+0:1](=[O;D1;H0:2])(=[O;D1;H0:3])-[c:4](:[#7;a:5]):[#7;a:6]:[#7;a:7].[C:8]-[NH;D2;+0:9]-[C:10],11477
[N;D1;H2:4]-[N;H0;D3;+0:5](-[c:6])-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]>>O=C(-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3])-c1:c:c:c:c:c:1.[N;D1;H2:4]-[NH;D2;+0:5]-[c:6],11478
[#8:3]-[CH;D2;+0:4]=[CH;D2;+0:1]-[C:2]>>O=[CH;D2;+0:1]-[C:2].[#8:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,11479
[#16:6]-[N;H0;D3;+0:7](-[C:8]-[C:9](-[#7:10])=[O;D1;H0:11])-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5]>>Br-[c;H0;D3;+0:1](:[#7;a:2]):[c:3]:[c:4]:[#7;a:5].[#16:6]-[NH;D2;+0:7]-[C:8]-[C:9](-[#7:10])=[O;D1;H0:11],11480
[C:3]=[C:2]-[CH2;D2;+0:1]-[n;H0;D3;+0:7](:[c:8]):[c:6]-[C:5]=[O;D1;H0:4]>>Br-[CH2;D2;+0:1]-[C:2]=[C:3].[O;D1;H0:4]=[C:5]-[c:6]:[nH;D2;+0:7]:[c:8],11481
[#7;a:4]:[c:3]-[C;H0;D3;+0:1](=[O;D1;H0:2])-[NH;D2;+0:6]-[C:5]>>C-C-C-C-O-[C;H0;D3;+0:1](=[O;D1;H0:2])-[c:3]:[#7;a:4].[C:5]-[NH2;D1;+0:6],11482
[C:5]=[C:6]-[C:7]-[N;H0;D3;+0:8](-[C:9])-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4]>>Cl-[S;H0;D4;+0:1](-[C:2])(=[O;D1;H0:3])=[O;D1;H0:4].[C:5]=[C:6]-[C:7]-[NH;D2;+0:8]-[C:9],11483
[#7:3]-[C:2]-[c;H0;D3;+0:1]1:[s;H0;D2;+0:9]:[c;H0;D3;+0:7](-[N;D1;H2:6]):[n;H0;D2;+0:8]:[c;H0;D3;+0:4]:1-[C:5]>>Br-[CH;D3;+0:1](-[C:2]-[#7:3])-[C;H0;D3;+0:4](=O)-[C:5].[N;D1;H2:6]-[C;H0;D3;+0:7](-[NH2;D1;+0:8])=[S;H0;D1;+0:9],11484
[C;D1;H3:3]-[c;H0;D3;+0:2]1:[cH;D2;+0:1]:[n;H0;D2;+0:7]:[c:6]:[c:5]:[cH;D2;+0:4]:1>>O=[CH;D2;+0:1]-[CH2;D2;+0:2]-[C;D1;H3:3].O=[CH;D2;+0:4]-[c:5]:[c:6]-[NH2;D1;+0:7],11485
[CH3;D1;+0:1]-[n;H0;D3;+0:5]1:[c:4]:[c:3]:[#7;a:2]:[c:7]:[c:6]:1>>I-[CH3;D1;+0:1].[#7;a:2]1:[c:3]:[c:4]:[nH;D2;+0:5]:[c:6]:[c:7]:1,11486
[C:1]-[CH;D3;+0:2]1-[C;H0;D3;+0:3](=[O;D1;H0:4])-[NH;D2;+0:5]-[c:6]:[c:7]-[CH;D3;+0:8]-1-[C:9]>>[C:1]-[c;H0;D3;+0:2]1:[c;H0;D3;+0:3](=[O;D1;H0:4]):[nH;D2;+0:5]:[c:6]:[c:7]:[c;H0;D3;+0:8]:1-[C:9],11487
